Time(Iteration),LinUCB,LinTS
0,0.4050261972235364,0.3226630155384198
1,0.847034397289752,0.7522546199915201
2,1.2366813523271205,1.16924627092317
3,1.5982320972505621,1.5737719175878964
4,1.976455716161999,1.9589408358726565
5,2.3128229291953066,2.3706176609719365
6,2.692628630653337,2.7948751501040516
7,3.01303399445415,3.1365581701063827
8,3.412854812187571,3.624959383021396
9,3.7885995029920245,3.9960579393429496
10,4.249083693488247,4.401998406404941
11,4.635349945179608,4.714555486726647
12,5.091324210569098,5.064874522252914
13,5.482534930856285,5.447343384263884
14,5.842171129626076,5.830449120633686
15,6.176009535493438,6.248925800294388
16,6.652157035635133,6.66403748507089
17,6.951909998739867,7.086192427007637
18,7.3911622152601435,7.416228125345144
19,7.711613408230039,7.810423628619759
20,8.019150187794843,8.134366159127758
21,8.400136862790644,8.28682411957156
22,8.801264122537539,8.604651445527109
23,9.229415489235093,8.850470022482387
24,9.674934261588417,9.27388370307492
25,9.721035297232422,9.499930270227356
26,9.797428631088875,9.692500356847237
27,9.981118845643616,9.798367035728955
28,10.160947895279373,9.810140618062041
29,10.377604103500637,9.918143831328965
30,10.609209555413354,9.990280735166984
31,10.850107917190872,10.064998049473804
32,11.062172144248738,10.20719959535539
33,11.382339522568234,10.247689543183034
34,11.610979993089757,10.327505842446552
35,11.808823860356526,10.381242392737295
36,12.130408090945066,10.470765018172672
37,12.465250061680013,10.525074072422708
38,12.71574194888523,10.557209796726784
39,12.972334651281813,10.613326179877587
40,13.272762585796091,10.661040076746088
41,13.642720578537347,10.67850106051168
42,14.003274373162672,10.727313693594203
43,14.252492751161032,10.751414072790444
44,14.546016171744398,10.763011162554307
45,14.783796383250316,10.788350880268112
46,15.083239410589949,10.845927882995865
47,15.411946922850637,10.881613554514933
48,15.691487219235507,10.908817605014228
49,16.0744818821507,10.958802072480909
50,16.383245969725504,10.983141532966323
51,16.763630231742123,11.007221159527402
52,17.15626234685609,11.011432947108435
53,17.42145056651244,11.025221673551894
54,17.749410473115486,11.080902794013003
55,18.01060981353504,11.113268812837237
56,18.163447601314143,11.149351357517443
57,18.525311926548177,11.198536827865494
58,18.794019748429232,11.227641685993593
59,19.162786752725083,11.277526736844829
60,19.390252219944735,11.312375669722863
61,19.734995084992065,11.325979221581196
62,20.012437895259904,11.380215486623904
63,20.207708663305826,11.39153765105538
64,20.45085305918371,11.428287868353356
65,20.66621931073762,11.435513971682202
66,20.9223967180568,11.441562554373723
67,21.235294720508875,11.474513652376945
68,21.530234294703654,11.511501811388658
69,21.75278869587212,11.522823975820135
70,22.014674546083636,11.556567368597623
71,22.205764106399062,11.57365490625621
72,22.523263846465163,11.580169923442671
73,22.66014656618004,11.589424331044558
74,22.95791447973523,11.620016297069622
75,23.153841134373856,11.625017050406132
76,23.32747982197637,11.631296594816753
77,23.486622241466133,11.641614893506503
78,23.77858813860174,11.659477594976469
79,23.981252113522025,11.673408950761045
80,24.235431621395232,11.725955644828876
