Time(Iteration),LinUCB,LinTS
0,0.5455082350364023,0.5325227930143089
1,1.0011186330320982,1.0331158594703689
2,1.3409188414839537,1.508687672562918
3,1.81689105926012,2.017246373700333
4,2.2988739121483346,2.494449533333859
5,2.8598384741047638,2.856932697730929
6,3.28134401588962,3.4165355583342345
7,3.645399253110881,3.761746950709525
8,3.887642677539719,4.338885193932013
9,4.080367005511303,4.641895308967195
10,4.171168970022304,4.862203080010828
11,4.218399181027065,4.911510869628463
12,4.363171022113152,5.05045701713742
13,4.506032967744226,5.130825998493346
14,4.566014427417153,5.165842880823035
15,4.713196155406916,5.2492578030679935
16,4.7851292141788715,5.311719195925933
17,4.826470026710292,5.33473280495711
18,4.930229630627411,5.3530009342087554
19,4.969668950814727,5.45532089793387
20,5.023011318642515,5.500083477844219
21,5.081035782103948,5.538190782764909
22,5.108239849410169,5.587720494092364
23,5.1671451281023755,5.661154234021091
24,5.181042877125767,5.690971802773499
25,5.1885791646812205,5.738929543294157
26,5.216493646728775,5.785154698681181
27,5.24076744144761,5.81099112053602
28,5.252622735959293,5.823445452541569
29,5.3022163613350335,5.831752121225295
30,5.347400757229996,5.866595262872652
31,5.407052067671072,5.945929163625262
32,5.407639088319995,5.946516184274186
33,5.430870757300463,5.958139569367276
34,5.43470878053502,5.958139569367276
35,5.475954751696029,5.971879656916853
36,5.520750746593323,5.97802759319949
37,5.558971020053139,5.980939692110721
38,5.5796883535258175,5.987003305033103
39,5.633350571185586,5.99182626790573
40,5.642678490593179,6.015586366027813
41,5.653048005120672,6.018853154132541
42,5.678457797092205,6.030200690811425
43,5.752027184288505,6.0442930497034775
44,5.752027184288505,6.075004330810559
45,5.77926887273019,6.075004330810559
46,5.798213867562775,6.075004330810559
47,5.8546023818585295,6.095777186070775
48,5.917109314854086,6.109335259423782
49,5.928113167181972,6.122428941958358
50,5.941988952426349,6.147409058655045
51,5.94413582866988,6.170803117988482
52,5.946020365464,6.182435559646114
53,5.956418298475866,6.195144394961444
54,5.964695110345591,6.206547387842746
55,5.982084489656975,6.220411729785919
56,5.986690086377381,6.235370857740336
57,6.006094035499046,6.265130802058093
58,6.0299420142203966,6.2698775996630225
59,6.046316217148944,6.273649977364983
60,6.069758817888759,6.29075976321175
61,6.088524491156521,6.2937844338166595
62,6.104132459261337,6.335630988080129
63,6.1222837369372956,6.345119466496381
64,6.124943006945701,6.372213943304105
65,6.129391506441329,6.380118311941851
66,6.136780492492328,6.398286154360925
67,6.155636135367304,6.404231776725174
68,6.184618146761216,6.415667966382701
69,6.190747483401262,6.429713713022326
70,6.220006288719558,6.440450558128312
71,6.220874227804914,6.4502220447633025
72,6.2354075796239545,6.470571814043794
73,6.243299102183398,6.476297395978835
74,6.2486243136456405,6.482919827660945
75,6.255146306114415,6.482919827660945
76,6.267166884244423,6.500914243367075
77,6.270550613677888,6.513163108892781
78,6.272109350539832,6.528023786933261
79,6.278327171295548,6.534241607688978
80,6.283244372916139,6.539709578053424
81,6.283244372916139,6.539709578053424
82,6.285677655307021,6.549788773410773
83,6.2933121097358065,6.550699800271393
84,6.298305947680652,6.563861280197689
85,6.299985138164696,6.565540470681732
86,6.3257997281451726,6.575809966182918
87,6.326376134136577,6.579614967451559
88,6.326376134136577,6.600622139080615
89,6.337627632946312,6.62164796920005
90,6.339061455540539,6.6235228830176
91,6.352405140071689,6.625190816851817
92,6.358100013017397,6.630974797919786
93,6.358100013017397,6.639652612274489
94,6.365601573965057,6.658293310657474
95,6.365601573965057,6.658293310657474
96,6.369299702052068,6.6588364531008395
