Time(Iteration),LinUCB,LinTS
0,0.3400368421499817,0.39563803915784046
1,1.2400368421499817,1.0956380391578404
2,1.3400368421499818,1.9956380391578403
3,2.3400368421499818,2.8956380391578405
4,3.340036842149982,3.8956380391578405
5,4.040036842149982,4.69563803915784
6,4.840036842149982,5.595638039157841
7,5.740036842149982,6.295638039157841
8,6.640036842149982,7.19563803915784
9,7.540036842149982,8.09563803915784
10,8.240036842149982,8.995638039157841
11,9.140036842149982,9.995638039157841
12,10.040036842149982,10.995638039157841
13,10.940036842149983,11.79563803915784
14,11.940036842149983,12.395638039157841
15,12.740036842149982,13.395638039157841
16,13.640036842149982,14.095638039157842
17,14.540036842149982,14.895638039157841
18,15.340036842149981,15.895638039157841
19,16.240036842149983,16.695638039157842
20,16.54003684214998,17.495638039157843
21,17.440036842149983,17.995638039157843
22,18.140036842149982,18.695638039157842
23,19.04003684214998,19.195638039157842
24,19.740036842149983,19.89563803915784
25,20.440036842149983,20.495638039157843
26,20.940036842149983,20.89563803915784
27,21.54003684214998,21.195638039157842
28,22.240036842149983,21.295638039157843
29,22.740036842149983,21.695638039157842
30,23.440036842149983,21.995638039157843
31,23.940036842149983,22.09563803915784
32,24.54003684214998,22.195638039157842
33,25.240036842149983,22.39563803915784
34,25.84003684214998,22.495638039157843
35,26.240036842149983,22.59563803915784
36,26.54003684214998,22.59563803915784
37,26.740036842149983,22.995638039157843
38,27.240036842149983,23.295638039157843
39,27.440036842149983,23.39563803915784
40,27.940036842149983,23.495638039157843
41,28.440036842149983,23.495638039157843
42,28.84003684214998,23.59563803915784
43,29.34003684214998,23.695638039157842
44,29.640036842149982,23.795638039157843
45,30.140036842149982,23.795638039157843
46,30.54003684214998,23.795638039157843
47,30.84003684214998,23.995638039157843
48,31.04003684214998,23.995638039157843
49,31.440036842149983,24.09563803915784
50,31.740036842149983,24.295638039157843
51,32.44003684214998,24.295638039157843
52,32.54003684214998,24.295638039157843
53,32.74003684214998,24.295638039157843
54,32.840036842149985,24.295638039157843
55,33.24003684214998,24.295638039157843
56,33.340036842149985,24.295638039157843
57,33.64003684214998,24.295638039157843
58,33.840036842149985,24.295638039157843
59,34.04003684214998,24.295638039157843
60,34.44003684214998,24.295638039157843
61,34.74003684214998,24.295638039157843
62,34.94003684214998,24.39563803915784
63,35.340036842149985,24.39563803915784
64,35.44003684214998,24.39563803915784
65,35.64003684214998,24.495638039157843
66,35.74003684214998,24.495638039157843
67,35.840036842149985,24.495638039157843
68,36.04003684214998,24.495638039157843
69,36.340036842149985,24.495638039157843
70,36.44003684214998,24.495638039157843
71,36.54003684214998,24.495638039157843
72,36.840036842149985,24.495638039157843
73,37.14003684214998,24.495638039157843
74,37.24003684214998,24.59563803915784
75,37.44003684214998,24.59563803915784
76,37.64003684214998,24.59563803915784
77,37.94003684214998,24.59563803915784
78,38.04003684214998,24.59563803915784
79,38.24003684214998,24.59563803915784
80,38.74003684214998,24.59563803915784
81,39.04003684214998,24.59563803915784
82,39.24003684214998,24.59563803915784
83,39.340036842149985,24.59563803915784
84,39.840036842149985,24.59563803915784
85,40.14003684214998,24.59563803915784
86,40.24003684214998,24.59563803915784
87,40.340036842149985,24.59563803915784
88,40.54003684214998,24.59563803915784
89,40.64003684214998,24.59563803915784
90,40.74003684214998,24.695638039157842
91,40.74003684214998,24.695638039157842
92,40.74003684214998,24.695638039157842
93,40.94003684214998,24.695638039157842
94,41.04003684214998,24.695638039157842
95,41.24003684214998,24.695638039157842
96,41.340036842149985,24.695638039157842
97,41.64003684214998,24.695638039157842
98,41.74003684214998,24.695638039157842
99,42.14003684214998,24.695638039157842
100,42.44003684214998,24.89563803915784
101,42.44003684214998,24.89563803915784
102,42.44003684214998,24.89563803915784
103,42.64003684214998,24.89563803915784
104,42.840036842149985,24.995638039157843
105,42.840036842149985,24.995638039157843
106,42.94003684214998,24.995638039157843
107,42.94003684214998,24.995638039157843
108,43.04003684214998,24.995638039157843
109,43.24003684214998,24.995638039157843
110,43.44003684214998,24.995638039157843
111,43.54003684214998,24.995638039157843
112,43.74003684214998,24.995638039157843
113,44.04003684214998,25.09563803915784
114,44.14003684214998,25.09563803915784
115,44.14003684214998,25.09563803915784
116,44.24003684214998,25.09563803915784
117,44.24003684214998,25.09563803915784
118,44.64003684214998,25.09563803915784
119,44.840036842149985,25.09563803915784
120,44.94003684214998,25.09563803915784
121,44.94003684214998,25.09563803915784
122,45.14003684214998,25.195638039157842
123,45.24003684214998,25.195638039157842
124,45.340036842149985,25.295638039157843
125,45.54003684214998,25.39563803915784
126,45.54003684214998,25.39563803915784
127,45.94003684214998,25.39563803915784
128,45.94003684214998,25.39563803915784
