Time(Iteration),LinUCB,LinTS
0,0.3303544380688407,0.3424693004082833
1,0.709688214252002,0.7016853313006489
2,0.9959935719918585,1.1031105292783758
3,1.3786256809323496,1.4492930930967112
4,1.6435039605070432,1.7881526214555425
5,2.0625702843490266,2.087730380299356
6,2.4456654768362354,2.4970148871469
7,2.7676126139697192,2.885064714655086
8,3.145040236399873,3.363535092374036
9,3.4959772036218437,3.6840952134308815
10,3.815772343877433,4.02350166823264
11,4.082253091248324,4.349110470567564
12,4.295831305995447,4.7784215593559045
13,4.457008699850708,5.063015574308421
14,4.725755089819288,5.4201895533844775
15,5.082011595986794,5.68400388482731
16,5.3071729107135335,5.943780251600853
17,5.5639600382419445,6.221218104229569
18,5.862680625104998,6.536360743387084
19,6.179417521859019,6.927217976578672
20,6.385667592595259,7.308582317051156
21,6.59202714187195,7.699264199143785
22,6.846566400357069,8.118294095685927
23,7.055032700229165,8.393598919196668
24,7.267062280094097,8.52969010031758
25,7.44701059192108,8.663559895106975
26,7.649197754452274,8.814915112820007
27,7.771535374294695,8.897919664126642
28,7.9595912283991055,9.073851489907069
29,8.131973535860654,9.133372532133276
30,8.253642756949663,9.267957314142297
31,8.398109583825462,9.49567920071089
32,8.52105969425417,9.67672054369021
33,8.623254234719337,9.803057754443044
34,8.700025741364593,9.94499580788425
35,8.83843883689193,10.079815799693373
36,9.090897763284179,10.156017431963036
37,9.16586096854925,10.226752929386496
38,9.243256688874277,10.32655592292645
39,9.329812330152762,10.435033356266985
40,9.372800809039187,10.493338360740518
41,9.44820107375799,10.588091244141939
42,9.540436853994049,10.670541641273054
43,9.572044060355285,10.73653190571373
44,9.653419355171314,10.824598367068546
45,9.73310882492896,10.920535333834545
46,9.846463835804212,10.987886781900064
47,9.94142220858634,11.03920528983679
48,10.035552154729613,11.130900570496497
49,10.122708092445666,11.169769102343938
50,10.1614932535742,11.281035900930457
51,10.201313208341357,11.30706645106339
52,10.269795002953265,11.372270320706082
53,10.319397034606867,11.401343226387915
54,10.407461383658474,11.448929545146054
55,10.494174931637376,11.583708204366566
56,10.598058706827246,11.626210348051993
57,10.615477352497788,11.671764409396085
58,10.693746802984133,11.753973184402259
59,10.781350150079199,11.796018294398007
60,10.818715853457403,11.854075103728213
61,10.841921196690262,11.87074354243923
62,10.915685225420354,11.949060503921604
63,11.002045939337041,12.012983825311984
64,11.081037598397046,12.044341012671374
65,11.161887355325504,12.100553159679013
66,11.252157531699314,12.173134449018024
67,11.288185024296919,12.259620395764651
68,11.350385577792528,12.279479008740767
69,11.442474976666167,12.319014942644127
70,11.48891711346724,12.378852101010164
71,11.545050855818484,12.468311816845425
72,11.598209359768346,12.527627508573651
73,11.686025903533773,12.54917140705265
74,11.7266020001219,12.588128832896752
75,11.753290429884892,12.606550232847871
76,11.790228217706865,12.670238823509887
77,11.810670702626947,12.677953431470268
78,11.857927846752158,12.695446023392293
79,11.914054221383008,12.754636990660815
80,11.978325945548248,12.777759743433448
81,11.993633058436462,12.80264912003625
82,12.0787522890965,12.8605064855611
83,12.099524735915324,12.868632850233109
84,12.149107383896126,12.88924190927258
85,12.171496181388157,12.900740970627112
86,12.190441861385228,12.91823578863109
87,12.201618375353044,12.95361579111949
88,12.258794762958155,12.972400841761422
89,12.298119174578806,13.044254137931642
90,12.348552030932193,13.090946152918217
91,12.360871205065553,13.126689728658608
92,12.39678369715962,13.17815206900234
93,12.435330487654232,13.206135791371178
94,12.472000895514483,13.229250810520265
95,12.49357627296852,13.237319033996693
96,12.518131278207466,13.25817065198766
97,12.529024071256078,13.301161329083659
98,12.539428708601205,13.337285091888527
99,12.565897897524563,13.341097741475556
100,12.61294085257941,13.38937751367062
101,12.652694445593994,13.429823484923284
102,12.661829111592914,13.48777709312407
103,12.686574649260407,13.518283807118673
104,12.704050622239262,13.553154090206405
105,12.74553928439368,13.586652434172379
106,12.757482135541105,13.605597821080508
107,12.771310460820745,13.605597821080508
108,12.808314816057166,13.641561517770892
109,12.831228418797162,13.658417685539408
110,12.854726910699526,13.675350587181853
111,12.855930674980646,13.719477433139474
112,12.864686681262103,13.733188139758095
113,12.911929008812345,13.760298418181247
114,12.92872225801518,13.793283976277086
115,12.972129768510104,13.811651249932984
116,12.993453489990216,13.874244748073185
117,13.017024886203284,13.901306798624185
118,13.050130506756322,13.906628172793251
119,13.08176995079835,13.92037256309898
120,13.094068556892836,13.938420788380103
121,13.094457376595946,13.948733744572465
122,13.098605941190488,13.973214365052243
123,13.099034430752923,13.99535282299702
124,13.11979044855185,14.034604057308417
125,13.126073728077367,14.04237986044725
126,13.142545142991327,14.053420029965888
127,13.16460961195271,14.081675836110577
128,13.191831766090534,14.115490765280729
129,13.220289845724789,14.160816325295936
130,13.235198973634699,14.164986432851487
131,13.273309727265048,14.191042135402066
132,13.295479332707847,14.22761064383431
133,13.348974617825172,14.263276479970582
134,13.37674565982135,14.279731720137429
135,13.401847758672897,14.325624487547433
136,13.440623768985109,14.375850992488987
137,13.478762375243079,14.423757446694358
138,13.492516330334846,14.437995184806212
139,13.511791292794987,14.467134284100473
140,13.566912403116826,14.49274883751493
141,13.59536793070013,14.505649581142862
142,13.638281212458594,14.509270941725182
143,13.682204363894181,14.531025885423968
144,13.732090718940729,14.541549088388695
145,13.735067203156216,14.547968433789189
146,13.759974536988503,14.57770069824593
147,13.784610551758508,14.58409965363985
148,13.819556730348364,14.61695323155404
149,13.85235502542929,14.642945292436636
150,13.887418855216186,14.644720766724841
151,13.89443254214783,14.666033105957947
152,13.913049250890854,14.68156290151641
153,13.93209024808117,14.68578395369149
154,13.93827485774049,14.70167586286313
155,13.943106541118556,14.721354222515155
156,13.962132108301883,14.740057902648138
157,14.00222246704071,14.7734047977868
158,14.00231381361165,14.784100485841606
159,14.034902736966128,14.799722756791123
160,14.048614766505017,14.81815852962215
161,14.05927159317639,14.833813668988805
162,14.097503604789887,14.841801128504684
163,14.133988694308181,14.865248159778563
164,14.177731482803372,14.881508987292733
165,14.184131798950185,14.89473761831882
166,14.188404755740489,14.9132370657987
167,14.222263586759292,14.929389859879672
168,14.231437180106,14.945192541160292
169,14.246713902814099,14.9492491924975
170,14.271375823725242,14.989172190622517
171,14.288921630815778,15.013164418621173
172,14.31120398122361,15.01763993586816
173,14.31120398122361,15.03098835217467
174,14.318638874101143,15.038045989740834
175,14.347796115078944,15.059262196429216
176,14.369988475264009,15.074806763450155
177,14.403780096554367,15.098992109242852
178,14.43864012248111,15.099679994044923
179,14.438721843737445,15.111424870494329
180,14.45658123775038,15.131350705993393
181,14.470759011599366,15.14028149205787
182,14.513569280600683,15.167894056197383
183,14.54420158522126,15.185081952327064
184,14.564301216604022,15.243009268478247
185,14.584295108804572,15.271757448078379
186,14.614404538360413,15.28961994865033
187,14.63163562587234,15.305142672744418
188,14.635520762827548,15.31947167318278
189,14.644735417974918,15.320352426444495
190,14.644735417974918,15.320352426444495
191,14.665743450864346,15.32994650593711
192,14.671310898809034,15.357152835842879
193,14.678253786573762,15.358856730913095
194,14.683470666689491,15.36357350834355
195,14.687397708104005,15.376795975209614
196,14.715265293948125,15.378288813186959
197,14.72603127849186,15.41460039994204
198,14.742096088162715,15.43727486212939
199,14.752718051749685,15.467487162016056
200,14.761073426038985,15.478459535143761
201,14.767154621680309,15.497510953141719
202,14.773360873488219,15.510715524539176
203,14.773741866788125,15.511096517839084
204,14.787134076403456,15.53993612891494
205,14.81726170052446,15.57132403742529
206,14.83092484211313,15.594015003987389
207,14.85379209282477,15.607994515407139
208,14.858114511465606,15.618877540670724
