Time(Iteration),LinUCB,LinTS
0,0.4359898862731229,0.31511257878243787
1,0.808787012916458,0.9741271478892861
2,1.7034532650296956,1.457419501639358
3,2.6820716619011273,1.8881548510142245
4,3.625205598895387,2.4881548510142246
5,4.590138724188354,2.8881548510142245
6,5.650217820906826,3.0881548510142247
7,6.671161128566785,3.4881548510142246
8,7.6661254076501635,3.9881548510142246
9,8.718711008343162,4.3881548510142245
10,9.733476309569674,4.988154851014224
11,10.687871894816954,5.3881548510142245
12,11.725679867138146,5.588154851014225
13,12.702207422482488,6.088154851014225
14,13.66866456916405,6.488154851014224
15,14.666474904779013,6.788154851014224
16,15.61279556867592,7.388154851014224
17,16.64579446526578,7.888154851014224
18,17.693393374107238,8.388154851014225
19,18.688499990154547,8.488154851014224
20,19.72071889699449,8.888154851014225
21,20.671599909877493,9.088154851014224
22,21.618696493916843,9.288154851014223
23,22.62806223604977,9.788154851014223
24,23.5858039053833,10.388154851014225
25,23.5858039053833,10.688154851014223
26,23.5858039053833,10.888154851014225
27,23.5858039053833,11.488154851014224
28,23.5858039053833,11.488154851014224
29,23.5858039053833,12.188154851014223
30,23.5858039053833,12.588154851014224
31,23.5858039053833,12.888154851014225
32,23.5858039053833,13.288154851014223
33,23.5858039053833,13.688154851014223
34,23.5858039053833,13.888154851014225
35,23.5858039053833,14.288154851014223
36,23.5858039053833,14.888154851014225
37,23.5858039053833,15.188154851014223
38,23.5858039053833,15.388154851014225
39,23.685803905383302,15.588154851014224
40,23.787051437951238,15.988154851014224
41,23.787051437951238,16.288154851014223
42,23.787051437951238,16.688154851014225
43,23.98741348041549,16.988154851014222
44,23.98741348041549,17.388154851014225
45,24.08741348041549,17.688154851014225
46,24.18741348041549,18.188154851014225
47,24.18741348041549,18.488154851014222
48,24.18741348041549,18.888154851014225
49,24.287413480415488,19.088154851014224
50,24.287413480415488,19.288154851014223
51,24.38741348041549,19.788154851014223
52,24.58741348041549,20.388154851014225
53,24.68741348041549,20.688154851014225
54,24.88779481635894,21.288154851014223
55,25.087794816358944,21.488154851014222
56,25.287794816358943,21.688154851014225
57,25.38779481635894,22.088154851014224
58,25.38779481635894,22.188154851014225
59,25.38779481635894,22.388154851014225
60,25.888005814752244,22.488154851014222
61,26.088005814752243,22.588154851014224
62,26.288005814752246,22.588154851014224
